name,code,long,gclat,gdlat,height,map
"QOS Observatory, Zalistci",L18,26.71828,48.657528,48.848293,393.217,http://www.openstreetmap.org?zoom=17&lon=26.71828&lat=48.848293
"Osservatorio Felsina AAB, Montepastore",L19,11.15258,44.16394,44.35628,696.1164,http://www.openstreetmap.org?zoom=17&lon=11.15258&lat=44.35628
"AG_Sarajevo Observatory, Sarajevo",L20,18.32069,43.65268,43.844906,550.79254,http://www.openstreetmap.org?zoom=17&lon=18.32069&lat=43.844906
"Ostrov Observatory, Constanta",L21,27.42128,43.835297,44.027584,74.64333,http://www.openstreetmap.org?zoom=17&lon=27.42128&lat=44.027584
Barlad Observatory,L22,27.66953,46.039425,46.231693,78.93647,http://www.openstreetmap.org?zoom=17&lon=27.66953&lat=46.231693
Schela Observatory,L23,27.8319,45.307217,45.499622,-4.8611856,http://www.openstreetmap.org?zoom=17&lon=27.8319&lat=45.499622
Gauteng,L24,27.9289,-25.950863,-26.102566,1631.4287,http://www.openstreetmap.org?zoom=17&lon=27.9289&lat=-26.102566
Smolecin,L25,14.43739,53.169193,53.35367,105.31505,http://www.openstreetmap.org?zoom=17&lon=14.43739&lat=53.35367
"Sanderphil Urban Observatory, Civitavecchia",L26,11.81019,41.88578,42.077133,55.45356,http://www.openstreetmap.org?zoom=17&lon=11.81019&lat=42.077133
"29PREMOTE Observatory, Dauban",L27,5.64704,43.807568,43.999832,678.0402,http://www.openstreetmap.org?zoom=17&lon=5.64704&lat=43.999832
ISON-Castelgrande Observatory,L28,15.46339,40.627323,40.817566,1303.562,http://www.openstreetmap.org?zoom=17&lon=15.46339&lat=40.817566
"Drebach-South Observatory, Windhoek",L29,18.0169,-23.319904,-23.4601,1358.7662,http://www.openstreetmap.org?zoom=17&lon=18.0169&lat=-23.4601
"Lohbach Observatory, Benninghofen",L30,7.51469,51.289246,51.47691,164.2829,http://www.openstreetmap.org?zoom=17&lon=7.51469&lat=51.47691
"RaSo Observatory, Chemnitz",L31,12.85615,50.671844,50.860374,371.64798,http://www.openstreetmap.org?zoom=17&lon=12.85615&lat=50.860374
Korea Microlensing Telescope Network-SAAO,L32,20.81044,-32.205112,-32.378864,1802.2898,http://www.openstreetmap.org?zoom=17&lon=20.81044&lat=-32.378864
Ananjev,L33,29.9546,47.54449,47.736095,68.8176,http://www.openstreetmap.org?zoom=17&lon=29.9546&lat=47.736095
"Galhassin Robotic Telescope, Isnello",L34,14.02061,37.752922,37.939358,649.37463,http://www.openstreetmap.org?zoom=17&lon=14.02061&lat=37.939358
"DreamSky Observatory, Lisnyky",L35,30.5086,50.073517,50.262814,138.37662,http://www.openstreetmap.org?zoom=17&lon=30.5086&lat=50.262814
Ondrejov--BlueEye600 Telescope,L36,14.78008,49.719788,49.909485,561.35913,http://www.openstreetmap.org?zoom=17&lon=14.78008&lat=49.909485
"Observatorio Alnitak, El Puerto de Santa Maria",L37,353.73883,36.40118,36.58518,70.31026,http://www.openstreetmap.org?zoom=17&lon=353.73883&lat=36.58518
"Gartensternwarte Schafsweide, Sehlde",L38,9.69997,51.908573,52.095276,139.92776,http://www.openstreetmap.org?zoom=17&lon=9.69997&lat=52.095276
"Osservatorio Spica, Signa",L39,11.04031,43.59698,43.789204,101.19141,http://www.openstreetmap.org?zoom=17&lon=11.04031&lat=43.789204
Sternwarte Saarbruecken Rastpfuhl,L40,6.95681,49.062416,49.25281,301.09787,http://www.openstreetmap.org?zoom=17&lon=6.95681&lat=49.25281
Ponte Uso,L41,12.30181,43.79635,43.988617,361.611,http://www.openstreetmap.org?zoom=17&lon=12.30181&lat=43.988617
Observatory-Astrocamp Manciano,L42,11.5633,42.455105,42.64682,205.31685,http://www.openstreetmap.org?zoom=17&lon=11.5633&lat=42.64682
"Ager, Leida",L43,0.74439,41.827892,42.019184,802.87286,http://www.openstreetmap.org?zoom=17&lon=0.74439&lat=42.019184
"AstroVal, Le Chenit",L44,6.22111,46.427486,46.619602,1192.792,http://www.openstreetmap.org?zoom=17&lon=6.22111&lat=46.619602
"ObsCT, Catania",L45,15.06243,37.35166,37.537426,260.10095,http://www.openstreetmap.org?zoom=17&lon=15.06243&lat=37.537426
Observatorio Majadahonda,L46,356.1194,40.270973,40.46086,778.5462,http://www.openstreetmap.org?zoom=17&lon=356.1194&lat=40.46086
"Osservatorio Astronomico, Piobbico",L47,12.50711,43.39375,43.58589,397.68994,http://www.openstreetmap.org?zoom=17&lon=12.50711&lat=43.58589
"CNVL Observatory, Baia Mare",L48,23.56873,47.4664,47.65805,256.01706,http://www.openstreetmap.org?zoom=17&lon=23.56873&lat=47.65805
"VEGA-Sternwarte, Dorfleiten",L49,13.0073,47.732433,47.923897,834.6907,http://www.openstreetmap.org?zoom=17&lon=13.0073&lat=47.923897
"GenShtab Observatory, Nauchnij",L50,34.0114,44.546337,44.738728,585.95074,http://www.openstreetmap.org?zoom=17&lon=34.0114&lat=44.738728
"MARGO, Nauchnij",L51,34.0164,44.537006,44.729397,635.8651,http://www.openstreetmap.org?zoom=17&lon=34.0164&lat=44.729397
MASTER-Tavrida,L52,34.01694,44.53774,44.730125,617.4423,http://www.openstreetmap.org?zoom=17&lon=34.01694&lat=44.730125
"Lomazzo Observatory, Como",L53,9.03381,45.512833,45.705204,348.15073,http://www.openstreetmap.org?zoom=17&lon=9.03381&lat=45.705204
"Berthelot Observatory, Hunedoara",L54,22.88881,45.42415,45.616528,482.5245,http://www.openstreetmap.org?zoom=17&lon=22.88881&lat=45.616528
"Sura Gardens, Dnipro",L55,35.0875,48.129383,48.320583,142.40611,http://www.openstreetmap.org?zoom=17&lon=35.0875&lat=48.320583
"Sternwarte Limburg, Limburg",L56,8.05858,50.192406,50.381557,177.62971,http://www.openstreetmap.org?zoom=17&lon=8.05858&lat=50.381557
"Bacau Observatory, Bacau",L57,26.90419,46.373466,46.56563,204.82187,http://www.openstreetmap.org?zoom=17&lon=26.90419&lat=46.56563
Heavenly Owl observatory,L58,30.57108,46.13892,46.331165,78.15261,http://www.openstreetmap.org?zoom=17&lon=30.57108&lat=46.331165
"Compustar Observatory, Rouen",L59,1.22606,49.248188,49.4384,205.17737,http://www.openstreetmap.org?zoom=17&lon=1.22606&lat=49.4384
"Popovich Observatory, Ivanivka",L60,30.69722,49.743927,49.93361,203.954,http://www.openstreetmap.org?zoom=17&lon=30.69722&lat=49.93361
"MONET South, Sutherland",L61,20.81028,-32.205143,-32.378895,1796.9033,http://www.openstreetmap.org?zoom=17&lon=20.81028&lat=-32.378895
"Hypatia Observatory, Rimini",L62,12.52889,43.893814,44.086117,48.763977,http://www.openstreetmap.org?zoom=17&lon=12.52889&lat=44.086117
"HOB Observatory, Capraia Fiorentina",L63,11.00914,43.54624,43.73845,78.52633,http://www.openstreetmap.org?zoom=17&lon=11.00914&lat=43.73845
"Martesana Observatory, Cassina de Pecchi",L64,9.36314,45.332085,45.524483,186.71031,http://www.openstreetmap.org?zoom=17&lon=9.36314&lat=45.524483
"Bredenkamp Observatory, Bremen",L65,8.82831,52.890278,53.07528,48.21041,http://www.openstreetmap.org?zoom=17&lon=8.82831&lat=53.07528
"MeerLICHT-1, Sutherland",L66,20.81122,-32.20615,-32.3799,1882.8203,http://www.openstreetmap.org?zoom=17&lon=20.81122&lat=-32.3799
"Cherkizovo Observatory, Moscow Oblast",L67,37.79889,55.782658,55.961384,164.95555,http://www.openstreetmap.org?zoom=17&lon=37.79889&lat=55.961384
"PESCOPE, Port Elizabeth",L68,25.53683,-33.809784,-33.987938,184.97063,http://www.openstreetmap.org?zoom=17&lon=25.53683&lat=-33.987938
"LaCaille Observatory, Pretoria",L69,28.2142,-25.68373,-25.834326,1484.5507,http://www.openstreetmap.org?zoom=17&lon=28.2142&lat=-25.834326
"Zvjezdarnica Graberje, Zagreb",L70,15.92333,45.627216,45.819572,201.58385,http://www.openstreetmap.org?zoom=17&lon=15.92333&lat=45.819572
"Vedrus Observatory, Azovskaya",L71,38.5839,44.59907,44.791473,291.31467,http://www.openstreetmap.org?zoom=17&lon=38.5839&lat=44.791473
Melezhy Astrophoto Observatory,L72,38.6928,55.8705,56.049007,178.51862,http://www.openstreetmap.org?zoom=17&lon=38.6928&lat=56.049007
"Beato Ermanno Observatory, Impruneta",L73,11.26183,43.483227,43.675407,335.88046,http://www.openstreetmap.org?zoom=17&lon=11.26183&lat=43.675407
"AstroColauri, Naples",L74,14.21109,40.688816,40.879154,287.0371,http://www.openstreetmap.org?zoom=17&lon=14.21109&lat=40.879154
Tartu Observatory of Tartu University,L75,26.46394,58.09159,58.26401,95.93056,http://www.openstreetmap.org?zoom=17&lon=26.46394&lat=58.26401
"Nomad Observatory, Kochevanchik",L76,39.65161,46.784184,46.976192,36.70485,http://www.openstreetmap.org?zoom=17&lon=39.65161&lat=46.976192
"RDSS, Kovalevka",L77,39.82025,47.14503,47.336864,97.893005,http://www.openstreetmap.org?zoom=17&lon=39.82025&lat=47.336864
"San Marco Observatory, Salerno",L78,14.78,40.492386,40.68253,134.20923,http://www.openstreetmap.org?zoom=17&lon=14.78&lat=40.68253
"BOSZA Observatory, Szalanta",L79,18.22039,45.760746,45.95308,223.67186,http://www.openstreetmap.org?zoom=17&lon=18.22039&lat=45.95308
"SpringBok Observatory, Tivoli",L80,18.0175,-23.319904,-23.4601,1358.7662,http://www.openstreetmap.org?zoom=17&lon=18.0175&lat=-23.4601
Skygems Namibia Remote Observatory,L81,16.36169,-23.097265,-23.23642,1854.3228,http://www.openstreetmap.org?zoom=17&lon=16.36169&lat=-23.23642
"Crow Observatory, Portalegre",L82,352.6795,39.08736,39.27581,650.6719,http://www.openstreetmap.org?zoom=17&lon=352.6795&lat=39.27581
"UJA Observatory, Jaen",L83,356.22232,37.601162,37.78735,562.1769,http://www.openstreetmap.org?zoom=17&lon=356.22232&lat=37.78735
"Kairos Observatory, Letnik",L84,41.27989,45.841705,46.034023,45.917576,http://www.openstreetmap.org?zoom=17&lon=41.27989&lat=46.034023
"BiAnto Observatory, Lauria",L85,15.86325,39.83947,40.02887,750.4458,http://www.openstreetmap.org?zoom=17&lon=15.86325&lat=40.02887
"Giordano Bruno Observatory, Brallo",L86,9.2631,44.562588,44.75497,848.5789,http://www.openstreetmap.org?zoom=17&lon=9.2631&lat=44.75497
"Moonbase South Observatory, Hakos",L87,16.36189,-23.097265,-23.23642,1854.3228,http://www.openstreetmap.org?zoom=17&lon=16.36189&lat=-23.23642
"Stazione Astronomica Le Pleiadi, Pantane",L88,16.5422,38.914757,39.10295,1320.9781,http://www.openstreetmap.org?zoom=17&lon=16.5422&lat=39.10295
"PAO, Prato",L89,11.14439,43.67292,43.86516,104.33056,http://www.openstreetmap.org?zoom=17&lon=11.14439&lat=43.86516
"ABObservatory, Rosarno",L90,15.97949,38.268456,38.455734,125.136475,http://www.openstreetmap.org?zoom=17&lon=15.97949&lat=38.455734
"Antares MTM Observatory, S. Donato",L91,13.8078,41.514088,41.705147,623.94806,http://www.openstreetmap.org?zoom=17&lon=13.8078&lat=41.705147
San Costantino,L92,16.00211,38.51774,38.70539,229.24698,http://www.openstreetmap.org?zoom=17&lon=16.00211&lat=38.70539
"Garraf Observatory, Sant Pere de Ribes",L93,1.77221,41.068104,41.258804,74.97657,http://www.openstreetmap.org?zoom=17&lon=1.77221&lat=41.258804
"Observatorio MOMA, Oviedo",L94,354.1456,43.172092,43.36416,286.58707,http://www.openstreetmap.org?zoom=17&lon=354.1456&lat=43.36416
Observatorio Astronomico de Cartagena,L95,358.9516,37.42645,37.612343,131.51653,http://www.openstreetmap.org?zoom=17&lon=358.9516&lat=37.612343
ISON-Byurakan Observatory,L96,44.2745,40.157806,40.347546,1649.9349,http://www.openstreetmap.org?zoom=17&lon=44.2745&lat=40.347546
"Castle Fields Observatory, Calne",L97,357.9916,51.24929,51.437016,120.37358,http://www.openstreetmap.org?zoom=17&lon=357.9916&lat=51.437016
"La Sagra Observatory, Puebla de Don Fadrique",L98,357.43427,37.796158,37.98264,1582.955,http://www.openstreetmap.org?zoom=17&lon=357.43427&lat=37.98264
Novoselki,L99,30.60281,50.41882,50.607685,137.11252,http://www.openstreetmap.org?zoom=17&lon=30.60281&lat=50.607685
Astropriorat Observatory,M02,0.86386,40.932762,41.123325,425.82983,http://www.openstreetmap.org?zoom=17&lon=0.86386&lat=41.123325
Badalona Boreal,M03,2.25822,41.265553,41.456425,56.144974,http://www.openstreetmap.org?zoom=17&lon=2.25822&lat=41.456425
"Pujalt Observatory, Barcelona",M04,1.4256,41.526382,41.717445,816.48566,http://www.openstreetmap.org?zoom=17&lon=1.4256&lat=41.717445
Observatory Gromme - Oudsbergen,M09,5.60094,50.844437,51.032738,115.38954,http://www.openstreetmap.org?zoom=17&lon=5.60094&lat=51.032738
"CPF Observatory, St Vallier de Thiey",M10,6.85411,43.500134,43.692303,770.93024,http://www.openstreetmap.org?zoom=17&lon=6.85411&lat=43.692303
"Novaastro Observatory, Banon",M11,5.64718,43.807125,43.999386,683.4157,http://www.openstreetmap.org?zoom=17&lon=5.64718&lat=43.999386
Schiaparelli Gallarate Station,M14,8.78939,45.480938,45.673317,296.48795,http://www.openstreetmap.org?zoom=17&lon=8.78939&lat=45.673317
"Virgo Oservatory, Seveso",M15,9.1506,45.447624,45.640007,240.5231,http://www.openstreetmap.org?zoom=17&lon=9.1506&lat=45.640007
Osservatorio Il Coreggiolo,M16,9.77319,43.902603,44.0949,407.6575,http://www.openstreetmap.org?zoom=17&lon=9.77319&lat=44.0949
"SN1572 Tycho Observatory, La Spezia",M17,9.80922,43.91898,44.11129,58.893265,http://www.openstreetmap.org?zoom=17&lon=9.80922&lat=44.11129
Koeditz,M18,11.83939,50.14656,50.335754,605.64355,http://www.openstreetmap.org?zoom=17&lon=11.83939&lat=50.335754
"Osservatorio Explorer, Pula",M19,13.88327,44.671494,44.86391,73.17423,http://www.openstreetmap.org?zoom=17&lon=13.88327&lat=44.86391
"Polse di Cougnes Observatory, Zuglio",M20,13.01169,46.27721,46.469387,805.65106,http://www.openstreetmap.org?zoom=17&lon=13.01169&lat=46.469387
"Schiaparelli Southern Observatory, Hakos",M21,16.36144,-23.097395,-23.23655,1853.4946,http://www.openstreetmap.org?zoom=17&lon=16.36144&lat=-23.23655
"ATLAS South Africa, Sutherland",M22,20.81059,-32.2064,-32.380157,1802.5497,http://www.openstreetmap.org?zoom=17&lon=20.81059&lat=-32.380157
"ELTE Gothard Observatory, Szombathely",M23,16.6035,47.066135,47.258003,265.20853,http://www.openstreetmap.org?zoom=17&lon=16.6035&lat=47.258003
Ardore Marina,M24,16.2005,37.98304,38.169872,49.362583,http://www.openstreetmap.org?zoom=17&lon=16.2005&lat=38.169872
"Einarin Observatory, Tampere",M25,23.8283,61.332832,61.494522,118.13877,http://www.openstreetmap.org?zoom=17&lon=23.8283&lat=61.494522
"Zen Observatory, Scandicci",M26,11.13494,43.582367,43.774582,81.59865,http://www.openstreetmap.org?zoom=17&lon=11.13494&lat=43.774582
"Elijah Observatory, Lajatico",M27,10.7175,43.237133,43.42922,476.7789,http://www.openstreetmap.org?zoom=17&lon=10.7175&lat=43.42922
"Lesedi Telescope-SAAO Observatory, Sutherland",M28,20.81064,-32.206036,-32.37979,1807.0168,http://www.openstreetmap.org?zoom=17&lon=20.81064&lat=-32.37979
"O.M.Ni.A. Observatory, Cesena",M29,12.24864,43.95543,44.147743,87.554825,http://www.openstreetmap.org?zoom=17&lon=12.24864&lat=44.147743
"Zeta Aquarii Observatory, Brasov",M30,25.62,45.451897,45.644268,633.7185,http://www.openstreetmap.org?zoom=17&lon=25.62&lat=45.644268
"Ursa Havaintokeskus,  Artjarvi",M31,26.21281,60.569107,60.733517,100.86851,http://www.openstreetmap.org?zoom=17&lon=26.21281&lat=60.733517
"Sunny Transcarpathian, Mukachevo",M32,22.70919,48.187874,48.37903,174.94589,http://www.openstreetmap.org?zoom=17&lon=22.70919&lat=48.37903
"OWL-Net, Mitzpe Ramon",M33,34.76334,30.429401,30.59772,905.98816,http://www.openstreetmap.org?zoom=17&lon=34.76334&lat=30.59772
"AGO70, Astronomical Observatory, Modra",M34,17.27363,48.181366,48.372517,579.50024,http://www.openstreetmap.org?zoom=17&lon=17.27363&lat=48.372517
"PS Observatory, Parjol",M35,26.61669,46.38322,46.57538,347.31927,http://www.openstreetmap.org?zoom=17&lon=26.61669&lat=46.57538
"Opicina, Trieste",M36,13.79647,45.50151,45.693882,364.35596,http://www.openstreetmap.org?zoom=17&lon=13.79647&lat=45.693882
"Astronomsko drustvo Nanos, Ajdovscina",M37,13.91243,45.72784,45.920162,835.93414,http://www.openstreetmap.org?zoom=17&lon=13.91243&lat=45.920162
"Harsona Observatory, Nyiregyhaza",M38,21.76719,47.754307,47.945778,151.07054,http://www.openstreetmap.org?zoom=17&lon=21.76719&lat=47.945778
"AUTH Observatory, Thessaloniki",M39,22.95888,40.44056,40.63065,87.83259,http://www.openstreetmap.org?zoom=17&lon=22.95888&lat=40.63065
"OSTS-NRIAG, Kottamia",M40,31.82708,29.769865,29.936,481.26675,http://www.openstreetmap.org?zoom=17&lon=31.82708&lat=29.936
Jeddah,M41,39.25827,21.390783,21.521801,58.95929,http://www.openstreetmap.org?zoom=17&lon=39.25827&lat=21.521801
"Emirates Observatory, Al Rahba",M42,54.6708,24.435556,24.580818,-18.106308,http://www.openstreetmap.org?zoom=17&lon=54.6708&lat=24.580818
"Al Sadeem Observatory, Abu Dhabi",M43,54.68478,24.032839,24.176306,19.833145,http://www.openstreetmap.org?zoom=17&lon=54.68478&lat=24.176306
"Al-Khatim Observatory, Abu Dhabi",M44,54.92031,24.075935,24.219595,55.727776,http://www.openstreetmap.org?zoom=17&lon=54.92031&lat=24.219595
"Starhopper Observatory, Sfantu Gheorghe",M45,25.7689,45.673244,45.86558,569.978,http://www.openstreetmap.org?zoom=17&lon=25.7689&lat=45.86558
"Althuraya Astronomy Center, Dubai",M46,55.45033,25.065468,25.213474,21.541878,http://www.openstreetmap.org?zoom=17&lon=55.45033&lat=25.213474
"Sharjah Observatory, Sharjah",M47,55.46205,25.13437,25.282673,-9.179313,http://www.openstreetmap.org?zoom=17&lon=55.46205&lat=25.282673
"GAC - Via L. Sturzo Observatory, Catania",M48,15.09222,37.320904,37.50662,62.994747,http://www.openstreetmap.org?zoom=17&lon=15.09222&lat=37.50662
"IAS Remote Observatory, Hakos",M49,16.36172,-23.097395,-23.23655,1853.4946,http://www.openstreetmap.org?zoom=17&lon=16.36172&lat=-23.23655
"Virtual Telescope Project, Manciano",M50,11.56375,42.28856,42.480175,203.06459,http://www.openstreetmap.org?zoom=17&lon=11.56375&lat=42.480175
"Robert Mayer Sternwarte, Heilbronn",M51,9.22697,48.948875,49.13938,221.18303,http://www.openstreetmap.org?zoom=17&lon=9.22697&lat=49.13938
Sassari,M52,8.5785,40.537308,40.72749,315.50772,http://www.openstreetmap.org?zoom=17&lon=8.5785&lat=40.72749
Chervishevo,M90,65.4286,56.769947,56.946117,63.419605,http://www.openstreetmap.org?zoom=17&lon=65.4286&lat=56.946117
Omsk-Yogik Observatory,N27,73.7253,54.566525,54.748116,58.549236,http://www.openstreetmap.org?zoom=17&lon=73.7253&lat=54.748116
"Zeds Astronomical Observatory, Lahore",N30,74.3694,31.301878,31.47298,181.70856,http://www.openstreetmap.org?zoom=17&lon=74.3694&lat=31.47298
"Eden Astronomical Observatory, Lahore",N31,74.44422,31.342272,31.513498,174.00253,http://www.openstreetmap.org?zoom=17&lon=74.44422&lat=31.513498
Tien-Shan Astronomical Observatory,N42,76.97181,42.86544,43.057297,2723.539,http://www.openstreetmap.org?zoom=17&lon=76.97181&lat=43.057297
"Plateau Observatory for Dome A, Kunlun Station",N43,77.1167,-80.35409,-80.41742,4082.2188,http://www.openstreetmap.org?zoom=17&lon=77.1167&lat=-80.41742
"Shache Station, Langan Village",N44,77.13931,38.19733,38.384468,1201.1597,http://www.openstreetmap.org?zoom=17&lon=77.13931&lat=38.384468
"Himalayan Chandra Telescope, IAO, Hanle",N50,78.96383,32.604733,32.779545,4475.3535,http://www.openstreetmap.org?zoom=17&lon=78.96383&lat=32.779545
"GROWTH India Telescope, IAO, Hanle",N51,78.96461,32.604427,32.77924,4468.8125,http://www.openstreetmap.org?zoom=17&lon=78.96461&lat=32.77924
"Beimian Tianwentai, Ali, Tibet",N55,80.02623,32.152546,32.326057,5044.4995,http://www.openstreetmap.org?zoom=17&lon=80.02623&lat=32.326057
"Jiama'erdeng Tianwentai, Ali, Tibet",N56,80.02675,32.15159,32.325096,5022.268,http://www.openstreetmap.org?zoom=17&lon=80.02675&lat=32.325096
Multa Observatory,N82,85.95494,49.982662,50.172047,910.1285,http://www.openstreetmap.org?zoom=17&lon=85.95494&lat=50.172047
"LW-1, NAOC-Korla",N83,86.23504,41.36173,41.552658,835.60034,http://www.openstreetmap.org?zoom=17&lon=86.23504&lat=41.552658
"Xingming Observatory-KATS, Nanshan",N86,87.17852,43.28175,43.473804,2007.6493,http://www.openstreetmap.org?zoom=17&lon=87.17852&lat=43.473804
"Nanshan Station, Xinjiang Observatory",N87,87.17503,43.281555,43.47361,2039.809,http://www.openstreetmap.org?zoom=17&lon=87.17503&lat=43.47361
"Xingming Observatory #3, Nanshan",N88,87.17322,43.27973,43.471783,2040.7098,http://www.openstreetmap.org?zoom=17&lon=87.17322&lat=43.471783
"Xingming Observatory #2, Nanshan",N89,87.17906,43.27875,43.470802,2016.5469,http://www.openstreetmap.org?zoom=17&lon=87.17906&lat=43.470802
"Galaxy Tibet YBJ Observatory,Yangbajing",O02,90.52614,29.93658,30.10318,4283.674,http://www.openstreetmap.org?zoom=17&lon=90.52614&lat=30.10318
"Purple Mountain Observatory, Lenghu-1",O17,93.88669,38.4014,38.588776,3790.1858,http://www.openstreetmap.org?zoom=17&lon=93.88669&lat=38.588776
"TRT-NEO, Chiangmai",O37,98.48553,18.473938,18.589867,2514.0994,http://www.openstreetmap.org?zoom=17&lon=98.48553&lat=18.589867
"Observatori Negara, Langkawi",O43,99.78111,6.2651362,6.30702,111.295616,http://www.openstreetmap.org?zoom=17&lon=99.78111&lat=6.30702
"Lijiang Station, Yunnan Observatories",O44,100.031,26.555056,26.709188,3184.6323,http://www.openstreetmap.org?zoom=17&lon=100.031&lat=26.709188
"Yunnan-HK Observatory, Gaomeigu",O45,100.03261,26.54383,26.697918,3227.2502,http://www.openstreetmap.org?zoom=17&lon=100.03261&lat=26.697918
"Yunling Observatory, Yunnan",O47,101.13415,25.474699,25.624397,2274.6138,http://www.openstreetmap.org?zoom=17&lon=101.13415&lat=25.624397
"Purple Mountain Observatory, Yaoan (0.8-m)",O48,101.18154,25.37723,25.526522,1948.4594,http://www.openstreetmap.org?zoom=17&lon=101.18154&lat=25.526522
"Purple Mountain Observatory, Yaoan Station",O49,101.18111,25.379305,25.528605,1938.5721,http://www.openstreetmap.org?zoom=17&lon=101.18111&lat=25.528605
"Hin Hua Observatory, Klang",O50,101.43942,3.0131428,3.033412,56.17045,http://www.openstreetmap.org?zoom=17&lon=101.43942&lat=3.033412
"Akin Observatory, Rayong",O51,101.27869,12.652201,12.734698,-25.577488,http://www.openstreetmap.org?zoom=17&lon=101.27869&lat=12.734698
"LW-2, NAOC-Zhongwei",O68,105.3309,37.443752,37.629646,1265.3086,http://www.openstreetmap.org?zoom=17&lon=105.3309&lat=37.629646
"OWL-Net, Songino",O72,106.33476,47.694668,47.88613,1637.6295,http://www.openstreetmap.org?zoom=17&lon=106.33476&lat=47.88613
ISON-Hureltogoot Observatory,O75,107.0518,47.673756,47.865234,1606.6863,http://www.openstreetmap.org?zoom=17&lon=107.0518&lat=47.865234
"LiShan Observatory, Lintong",O85,109.213,34.173237,34.35228,911.0381,http://www.openstreetmap.org?zoom=17&lon=109.213&lat=34.35228
"Space Surveillance Telescope, HEH Station",P07,114.08987,-21.762844,-21.895685,51.223328,http://www.openstreetmap.org?zoom=17&lon=114.08987&lat=-21.895685
"Birch Forest Observatory, LaBaGouMen",P18,116.61083,40.708553,40.898903,482.0753,http://www.openstreetmap.org?zoom=17&lon=116.61083&lat=40.898903
"LW-3, NAOC-Xinglong",P22,117.57588,40.204437,40.39425,886.0716,http://www.openstreetmap.org?zoom=17&lon=117.57588&lat=40.39425
"Kinmen Educational Remote Observatory, Jincheng",P25,118.31274,24.287855,24.43246,33.064766,http://www.openstreetmap.org?zoom=17&lon=118.31274&lat=24.43246
"Jiangnantianchi Observatory, Anji",P30,119.59708,30.300793,30.468689,931.4573,http://www.openstreetmap.org?zoom=17&lon=119.59708&lat=30.468689
"Starlight Observatory, Tianhuangping",P31,119.59736,30.301275,30.469173,940.83856,http://www.openstreetmap.org?zoom=17&lon=119.59736&lat=30.469173
"Lvye Observatory, Suzhou",P34,120.32031,31.15072,31.32136,8.5927515,http://www.openstreetmap.org?zoom=17&lon=120.32031&lat=31.32136
"Cuteip Remote Observatory, Changhua",P35,120.55699,23.9503,24.093397,49.844376,http://www.openstreetmap.org?zoom=17&lon=120.55699&lat=24.093397
"ULTRA Observatory,Suzhou",P36,120.62669,31.132368,31.30295,13.682637,http://www.openstreetmap.org?zoom=17&lon=120.62669&lat=31.30295
"HuiWen High School Observatory, Taichung City",P37,120.63972,24.0098,24.153162,93.03035,http://www.openstreetmap.org?zoom=17&lon=120.63972&lat=24.153162
"Chinese Culture University, Taipei",P40,121.53958,24.986982,25.13464,399.08896,http://www.openstreetmap.org?zoom=17&lon=121.53958&lat=25.13464
"ASTEP, Concordia Station",P48,123.32403,-75.00453,-75.100395,3232.304,http://www.openstreetmap.org?zoom=17&lon=123.32403&lat=-75.100395
"GSHS Observatory, Suwon",P64,127.00489,37.12353,37.308895,94.262596,http://www.openstreetmap.org?zoom=17&lon=127.00489&lat=37.308895
"OWL-Net, Daedeok",P65,127.37568,36.213997,36.397625,160.60355,http://www.openstreetmap.org?zoom=17&lon=127.37568&lat=36.397625
Deokheung Optical Astronomy Observatory,P66,127.44675,34.346806,34.526295,73.70803,http://www.openstreetmap.org?zoom=17&lon=127.44675&lat=34.526295
Kangwon National University Observatory,P67,127.7415,37.68545,37.87179,128.48485,http://www.openstreetmap.org?zoom=17&lon=127.7415&lat=37.87179
Miryang Arirang Astronomical Observatory,P71,128.76108,35.321037,35.50278,141.91428,http://www.openstreetmap.org?zoom=17&lon=128.76108&lat=35.50278
"OWL-Net, Mt. Bohyun",P72,128.97595,35.98076,36.16388,1168.52,http://www.openstreetmap.org?zoom=17&lon=128.97595&lat=36.16388
"BSH Byulsem Observatory, Busan",P73,129.082,35.081863,35.263073,138.11884,http://www.openstreetmap.org?zoom=17&lon=129.082&lat=35.263073
"Hirao Observatory, Yamaguchi",P87,132.0942,33.776062,33.954132,42.753407,http://www.openstreetmap.org?zoom=17&lon=132.0942&lat=33.954132
"Space Tracking and Communications Center, JAXA",P93,133.54433,34.492523,34.67235,465.32547,http://www.openstreetmap.org?zoom=17&lon=133.54433&lat=34.67235
"Sakai Observatory, Osaka",Q02,135.49344,34.291344,34.470695,106.97969,http://www.openstreetmap.org?zoom=17&lon=135.49344&lat=34.470695
Toyokawa Observatory,Q10,137.32944,34.663372,34.843616,79.94801,http://www.openstreetmap.org?zoom=17&lon=137.32944&lat=34.843616
Shinshiro,Q11,137.52069,34.803726,34.984295,185.13312,http://www.openstreetmap.org?zoom=17&lon=137.52069&lat=34.984295
Nagano Observatory,Q12,137.82536,36.293194,36.47696,777.8831,http://www.openstreetmap.org?zoom=17&lon=137.82536&lat=36.47696
Machida,Q19,139.439,35.39192,35.57382,81.20148,http://www.openstreetmap.org?zoom=17&lon=139.439&lat=35.57382
Southern Utsunomiya,Q21,139.85335,36.32351,36.50736,99.95544,http://www.openstreetmap.org?zoom=17&lon=139.85335&lat=36.50736
