name,code,long,gclat,gdlat,height,map
Greenwich,000,0.0,51.28971,51.477375,65.79333,http://www.openstreetmap.org?zoom=17&lon=0&lat=51.477375
Crowborough,001,0.1542,50.863564,51.051834,267.70538,http://www.openstreetmap.org?zoom=17&lon=0.1542&lat=51.051834
Rayleigh,002,0.62,51.465664,51.652977,3041.1992,http://www.openstreetmap.org?zoom=17&lon=0.62&lat=51.652977
Montpellier,003,3.9,43.458416,43.650524,2466.5757,http://www.openstreetmap.org?zoom=17&lon=3.9&lat=43.650524
Toulouse,004,1.4625,43.420116,43.612278,177.12323,http://www.openstreetmap.org?zoom=17&lon=1.4625&lat=43.612278
Meudon,005,2.231,48.614258,48.805065,157.55765,http://www.openstreetmap.org?zoom=17&lon=2.231&lat=48.805065
"Fabra Observatory, Barcelona",006,2.12417,41.22769,41.41852,372.46796,http://www.openstreetmap.org?zoom=17&lon=2.12417&lat=41.41852
Paris,007,2.33675,48.645596,48.83638,60.16099,http://www.openstreetmap.org?zoom=17&lon=2.33675&lat=48.83638
Algiers-Bouzareah,008,3.0355,36.617046,36.80146,321.6269,http://www.openstreetmap.org?zoom=17&lon=3.0355&lat=36.80146
Berne-Uecht,009,7.4417,46.76177,46.95379,-107.40887,http://www.openstreetmap.org?zoom=17&lon=7.4417&lat=46.95379
Caussols,010,6.92124,43.55877,43.750942,1266.102,http://www.openstreetmap.org?zoom=17&lon=6.92124&lat=43.750942
Wetzikon,011,8.7975,47.127495,47.319324,551.22485,http://www.openstreetmap.org?zoom=17&lon=8.7975&lat=47.319324
Uccle,012,4.35821,50.609978,50.798595,105.18063,http://www.openstreetmap.org?zoom=17&lon=4.35821&lat=50.798595
Leiden,013,4.48397,51.968338,52.154945,1.7668241,http://www.openstreetmap.org?zoom=17&lon=4.48397&lat=52.154945
Marseilles,014,5.39509,43.11382,43.305866,68.768585,http://www.openstreetmap.org?zoom=17&lon=5.39509&lat=43.305866
Utrecht,015,5.12929,51.89874,52.08546,4.0946255,http://www.openstreetmap.org?zoom=17&lon=5.12929&lat=52.08546
Besancon,016,5.9893,47.05813,47.25,288.8501,http://www.openstreetmap.org?zoom=17&lon=5.9893&lat=47.25
Hoher List,017,6.84924,49.971977,50.161385,504.01694,http://www.openstreetmap.org?zoom=17&lon=6.84924&lat=50.161385
Dusseldorf-Bilk,018,6.7612,51.01893,51.20699,34.864666,http://www.openstreetmap.org?zoom=17&lon=6.7612&lat=51.20699
Neuchatel,019,6.9575,46.80545,46.997437,511.24295,http://www.openstreetmap.org?zoom=17&lon=6.9575&lat=46.997437
Nice,020,7.3004,43.529346,43.72154,390.8446,http://www.openstreetmap.org?zoom=17&lon=7.3004&lat=43.72154
Karlsruhe,021,8.3855,48.83341,49.02402,124.055405,http://www.openstreetmap.org?zoom=17&lon=8.3855&lat=49.02402
Pino Torinese,022,7.7748,44.845398,45.037804,656.432,http://www.openstreetmap.org?zoom=17&lon=7.7748&lat=45.037804
Wiesbaden,023,8.2625,49.891674,50.081184,211.61679,http://www.openstreetmap.org?zoom=17&lon=8.2625&lat=50.081184
Heidelberg-Konigstuhl,024,8.7216,49.208374,49.398617,568.92175,http://www.openstreetmap.org?zoom=17&lon=8.7216&lat=49.398617
Stuttgart,025,9.1965,48.5917,48.782524,334.84625,http://www.openstreetmap.org?zoom=17&lon=9.1965&lat=48.782524
Berne-Zimmerwald,026,7.46511,46.685074,46.877098,898.0341,http://www.openstreetmap.org?zoom=17&lon=7.46511&lat=46.877098
Milan,027,9.1912,45.27393,45.466335,144.35938,http://www.openstreetmap.org?zoom=17&lon=9.1912&lat=45.466335
Wurzburg,028,9.9363,49.601192,49.79103,185.62999,http://www.openstreetmap.org?zoom=17&lon=9.9363&lat=49.79103
Hamburg-Bergedorf,029,10.2406,53.29547,53.479706,19.850056,http://www.openstreetmap.org?zoom=17&lon=10.2406&lat=53.479706
"Arcetri Observatory, Florence",030,11.25446,43.558437,43.750645,166.11435,http://www.openstreetmap.org?zoom=17&lon=11.25446&lat=43.750645
Sonneberg,031,11.18985,50.188248,50.37739,627.7347,http://www.openstreetmap.org?zoom=17&lon=11.18985&lat=50.37739
Jena,032,11.58295,50.73681,50.925255,150.92445,http://www.openstreetmap.org?zoom=17&lon=11.58295&lat=50.925255
"Karl Schwarzschild Observatory, Tautenburg",033,11.71124,50.79177,50.980137,347.7043,http://www.openstreetmap.org?zoom=17&lon=11.71124&lat=50.980137
"Monte Mario Observatory, Rome",034,12.45246,41.731205,41.922447,102.40818,http://www.openstreetmap.org?zoom=17&lon=12.45246&lat=41.922447
Copenhagen,035,12.57592,55.507458,55.686867,10.164214,http://www.openstreetmap.org?zoom=17&lon=12.57592&lat=55.686867
Castel Gandolfo,036,12.6504,41.556366,41.747467,431.87097,http://www.openstreetmap.org?zoom=17&lon=12.6504&lat=41.747467
"Collurania Observatory, Teramo",037,13.7333,42.46575,42.657467,427.65372,http://www.openstreetmap.org?zoom=17&lon=13.7333&lat=42.657467
Trieste,038,13.7704,45.450882,45.64327,64.17388,http://www.openstreetmap.org?zoom=17&lon=13.7704&lat=45.64327
Lund,039,13.1874,55.51848,55.69786,16.42764,http://www.openstreetmap.org?zoom=17&lon=13.1874&lat=55.69786
"Lohrmann Institute, Dresden",040,13.7298,50.842842,51.031143,160.1711,http://www.openstreetmap.org?zoom=17&lon=13.7298&lat=51.031143
Innsbruck,041,11.38083,47.076298,47.26815,612.20154,http://www.openstreetmap.org?zoom=17&lon=11.38083&lat=47.26815
Potsdam,042,13.06428,52.19342,52.37965,89.59165,http://www.openstreetmap.org?zoom=17&lon=13.06428&lat=52.37965
"Asiago Astrophysical Observatory, Padua",043,11.52643,45.67412,45.866444,1090.1393,http://www.openstreetmap.org?zoom=17&lon=11.52643&lat=45.866444
"Capodimonte Observatory, Naples",044,14.2559,40.672615,40.862938,145.73045,http://www.openstreetmap.org?zoom=17&lon=14.2559&lat=40.862938
Vienna (since 1879),045,16.339,48.04065,48.23191,278.16772,http://www.openstreetmap.org?zoom=17&lon=16.339&lat=48.23191
"Klet Observatory, Ceske Budejovice",046,14.2881,48.67256,48.86329,1061.637,http://www.openstreetmap.org?zoom=17&lon=14.2881&lat=48.86329
Poznan,047,16.8782,52.212334,52.398533,89.206535,http://www.openstreetmap.org?zoom=17&lon=16.8782&lat=52.398533
Hradec Kralove,048,15.8408,49.987934,50.17733,270.49933,http://www.openstreetmap.org?zoom=17&lon=15.8408&lat=50.17733
Uppsala-Kvistaberg,049,17.6067,59.331764,59.50033,8.954503,http://www.openstreetmap.org?zoom=17&lon=17.6067&lat=59.50033
Stockholm (before 1931),050,18.0582,59.173164,59.342243,43.739277,http://www.openstreetmap.org?zoom=17&lon=18.0582&lat=59.342243
"Royal Observatory, Cape of Good Hope",051,18.4766,-33.755924,-33.933945,11.598934,http://www.openstreetmap.org?zoom=17&lon=18.4766&lat=-33.933945
Stockholm-Saltsjobaden,052,18.3083,59.10234,59.271645,39.3963,http://www.openstreetmap.org?zoom=17&lon=18.3083&lat=59.271645
"Konkoly Observatory, Budapest (since 1933)",053,18.9642,47.30787,47.499603,491.8611,http://www.openstreetmap.org?zoom=17&lon=18.9642&lat=47.499603
Brorfelde,054,11.6654,55.442352,55.621914,76.9818,http://www.openstreetmap.org?zoom=17&lon=11.6654&lat=55.621914
Cracow,055,19.9596,49.87499,50.064518,182.88495,http://www.openstreetmap.org?zoom=17&lon=19.9596&lat=50.064518
Skalnate Pleso,056,20.23418,48.999153,49.189564,1812.3608,http://www.openstreetmap.org?zoom=17&lon=20.23418&lat=49.189564
Belgrade,057,20.5133,44.611244,44.80365,286.5342,http://www.openstreetmap.org?zoom=17&lon=20.5133&lat=44.80365
Kaliningrad,058,20.495,54.531143,54.71282,25.329834,http://www.openstreetmap.org?zoom=17&lon=20.495&lat=54.71282
Lomnicky Stit,059,20.2201,49.005596,49.195976,2628.9004,http://www.openstreetmap.org?zoom=17&lon=20.2201&lat=49.195976
Warsaw-Ostrowik,060,21.42,51.9033,52.09001,135.2241,http://www.openstreetmap.org?zoom=17&lon=21.42&lat=52.09001
Uzhgorod,061,22.2985,48.442513,48.633465,182.53474,http://www.openstreetmap.org?zoom=17&lon=22.2985&lat=48.633465
Turku,062,22.2293,60.287037,60.452427,-0.74941456,http://www.openstreetmap.org?zoom=17&lon=22.2293&lat=60.452427
Turku-Tuorla,063,22.445,60.250275,60.415787,41.875782,http://www.openstreetmap.org?zoom=17&lon=22.445&lat=60.415787
Turku-Kevola,064,22.75,60.254906,60.420403,43.33847,http://www.openstreetmap.org?zoom=17&lon=22.75&lat=60.420403
Traunstein,065,12.6318,47.67064,47.86215,618.6391,http://www.openstreetmap.org?zoom=17&lon=12.6318&lat=47.86215
Athens,066,23.71817,37.785763,37.972267,93.44983,http://www.openstreetmap.org?zoom=17&lon=23.71817&lat=37.972267
Lvov University Observatory,067,24.0297,49.643032,49.832817,350.59784,http://www.openstreetmap.org?zoom=17&lon=24.0297&lat=49.832817
Lvov Polytechnic Institute,068,24.0142,49.646706,49.83649,339.8677,http://www.openstreetmap.org?zoom=17&lon=24.0142&lat=49.83649
Baldone,069,24.4042,56.59648,56.773117,73.184204,http://www.openstreetmap.org?zoom=17&lon=24.4042&lat=56.773117
Vilnius (before 1939),070,25.2865,54.501373,54.68311,100.702324,http://www.openstreetmap.org?zoom=17&lon=25.2865&lat=54.68311
"NAO Rozhen, Smolyan",071,24.73782,41.5021,41.69312,1740.0344,http://www.openstreetmap.org?zoom=17&lon=24.73782&lat=41.69312
Scheuren Observatory,072,7.17,50.900566,51.088913,-3965.2551,http://www.openstreetmap.org?zoom=17&lon=7.17&lat=51.088913
Bucharest,073,26.0967,44.221245,44.413612,86.48888,http://www.openstreetmap.org?zoom=17&lon=26.0967&lat=44.413612
"Boyden Observatory, Bloemfontein",074,26.4058,-28.875141,-29.038136,1407.0004,http://www.openstreetmap.org?zoom=17&lon=26.4058&lat=-29.038136
Tartu,075,26.7216,58.207638,58.37971,65.4184,http://www.openstreetmap.org?zoom=17&lon=26.7216&lat=58.37971
Johannesburg-Hartbeespoort,076,27.8768,-25.622423,-25.772768,1232.8975,http://www.openstreetmap.org?zoom=17&lon=27.8768&lat=-25.772768
"Yale-Columbia Station, Johannesburg",077,28.0292,-26.03521,-26.187258,1762.2776,http://www.openstreetmap.org?zoom=17&lon=28.0292&lat=-26.187258
Johannesburg,078,28.075,-26.02983,-26.181858,1823.302,http://www.openstreetmap.org?zoom=17&lon=28.075&lat=-26.181858
"Radcliffe Observatory, Pretoria",079,28.2288,-25.637596,-25.787996,1552.1052,http://www.openstreetmap.org?zoom=17&lon=28.2288&lat=-25.787996
Istanbul,080,28.9667,40.822227,41.012703,49.70936,http://www.openstreetmap.org?zoom=17&lon=28.9667&lat=41.012703
"Leiden Station, Johannesburg",081,27.8768,-25.622423,-25.772768,1232.8975,http://www.openstreetmap.org?zoom=17&lon=27.8768&lat=-25.772768
St. Polten,082,15.7561,47.896618,48.087975,568.91833,http://www.openstreetmap.org?zoom=17&lon=15.7561&lat=48.087975
Golosseevo-Kiev,083,30.5056,50.17583,50.365005,153.91536,http://www.openstreetmap.org?zoom=17&lon=30.5056&lat=50.365005
Pulkovo,084,30.3274,59.604435,59.772114,85.372925,http://www.openstreetmap.org?zoom=17&lon=30.3274&lat=59.772114
Kiev,085,30.5023,50.26389,50.452953,174.2173,http://www.openstreetmap.org?zoom=17&lon=30.5023&lat=50.452953
Odessa,086,30.7582,46.284626,46.476826,64.46263,http://www.openstreetmap.org?zoom=17&lon=30.7582&lat=46.476826
Helwan,087,31.3411,29.69289,29.858772,105.64239,http://www.openstreetmap.org?zoom=17&lon=31.3411&lat=29.858772
Kottomia,088,31.825,29.765648,29.93177,490.7947,http://www.openstreetmap.org?zoom=17&lon=31.825&lat=29.93177
Nikolaev,089,31.9747,46.77959,46.971603,50.702393,http://www.openstreetmap.org?zoom=17&lon=31.9747&lat=46.971603
Mainz,090,8.25,49.753532,49.94315,1852.9155,http://www.openstreetmap.org?zoom=17&lon=8.25&lat=49.94315
"Observatoire de Nurol, Aurec sur Loire",091,4.20919,45.18898,45.381382,466.8908,http://www.openstreetmap.org?zoom=17&lon=4.20919&lat=45.381382
Torun-Piwnice,092,18.5546,52.91134,53.096302,93.599236,http://www.openstreetmap.org?zoom=17&lon=18.5546&lat=53.096302
Skibotn,093,20.3647,69.222,69.34933,-136.31117,http://www.openstreetmap.org?zoom=17&lon=20.3647&lat=69.34933
Crimea-Simeis,094,33.9974,44.210728,44.403088,369.1843,http://www.openstreetmap.org?zoom=17&lon=33.9974&lat=44.403088
Crimea-Nauchnij,095,34.016,44.534164,44.726555,592.2642,http://www.openstreetmap.org?zoom=17&lon=34.016&lat=44.726555
Merate,096,9.4283,45.506462,45.698833,362.02365,http://www.openstreetmap.org?zoom=17&lon=9.4283&lat=45.698833
"Wise Observatory, Mitzpeh Ramon",097,34.7625,30.427345,30.595657,904.17126,http://www.openstreetmap.org?zoom=17&lon=34.7625&lat=30.595657
"Asiago Observatory, Cima Ekar",098,11.569,45.656273,45.848587,1425.7793,http://www.openstreetmap.org?zoom=17&lon=11.569&lat=45.848587
Lahti,099,25.53529,60.967228,61.130238,112.741264,http://www.openstreetmap.org?zoom=17&lon=25.53529&lat=61.130238
Ahtari,100,24.14145,62.45969,62.61716,173.29144,http://www.openstreetmap.org?zoom=17&lon=24.14145&lat=62.61716
Kharkov,101,36.2322,49.813095,50.0027,120.52164,http://www.openstreetmap.org?zoom=17&lon=36.2322&lat=50.0027
Zvenigorod,102,36.75953,55.52014,55.699512,184.29599,http://www.openstreetmap.org?zoom=17&lon=36.75953&lat=55.699512
Ljubljana,103,14.52774,45.851475,46.043777,453.5048,http://www.openstreetmap.org?zoom=17&lon=14.52774&lat=46.043777
San Marcello Pistoiese,104,10.80375,43.87191,44.06418,1017.3091,http://www.openstreetmap.org?zoom=17&lon=10.80375&lat=44.06418
Moscow,105,37.5706,55.576477,55.755714,180.84822,http://www.openstreetmap.org?zoom=17&lon=37.5706&lat=55.755714
Crni Vrh,106,14.0711,45.753586,45.945904,711.137,http://www.openstreetmap.org?zoom=17&lon=14.0711&lat=45.945904
Cavezzo,107,11.003,44.670475,44.862892,-3.2271504,http://www.openstreetmap.org?zoom=17&lon=11.003&lat=44.862892
Montelupo,108,11.0278,43.545906,43.738113,34.231483,http://www.openstreetmap.org?zoom=17&lon=11.0278&lat=43.738113
Algiers-Kouba,109,3.0705,36.54878,36.733067,143.87914,http://www.openstreetmap.org?zoom=17&lon=3.0705&lat=36.733067
Rostov,110,39.415,57.013668,57.189175,85.2618,http://www.openstreetmap.org?zoom=17&lon=39.415&lat=57.189175
"Piazzano Observatory, Florence",111,10.9721,43.48666,43.67885,92.46736,http://www.openstreetmap.org?zoom=17&lon=10.9721&lat=43.67885
"Pleiade Observatory, Verona",112,10.9039,45.29138,45.483788,115.340034,http://www.openstreetmap.org?zoom=17&lon=10.9039&lat=45.483788
"Volkssternwarte Drebach, Schoenbrunn",113,13.0166,50.48792,50.676685,514.7828,http://www.openstreetmap.org?zoom=17&lon=13.0166&lat=50.676685
"Engelhardt Observatory, Zelenchukskaya Station",114,41.4277,43.463593,43.655712,2047.0044,http://www.openstreetmap.org?zoom=17&lon=41.4277&lat=43.655712
Zelenchukskaya,115,41.44067,43.454594,43.64671,2097.6245,http://www.openstreetmap.org?zoom=17&lon=41.44067&lat=43.64671
Giesing,116,11.5958,47.923878,48.11522,507.2424,http://www.openstreetmap.org?zoom=17&lon=11.5958&lat=48.11522
Sendling,117,11.5385,47.921406,48.112743,582.6099,http://www.openstreetmap.org?zoom=17&lon=11.5385&lat=48.112743
"Astronomical and Geophysical Observatory, Modra",118,17.274,48.18199,48.373142,551.96484,http://www.openstreetmap.org?zoom=17&lon=17.274&lat=48.373142
Abastuman,119,42.82,41.562557,41.753624,1581.0771,http://www.openstreetmap.org?zoom=17&lon=42.82&lat=41.753624
Visnjan,120,13.7261,45.08522,45.277634,233.70169,http://www.openstreetmap.org?zoom=17&lon=13.7261&lat=45.277634
"Kharkov University, Chuguevskaya Station",121,36.93403,49.450832,49.640835,165.0827,http://www.openstreetmap.org?zoom=17&lon=36.93403&lat=49.640835
Pises Observatory,122,3.5035,43.847286,44.03954,1279.1353,http://www.openstreetmap.org?zoom=17&lon=3.5035&lat=44.03954
Byurakan,123,44.2917,40.145477,40.33521,1490.1171,http://www.openstreetmap.org?zoom=17&lon=44.2917&lat=40.33521
Castres,124,2.255,43.40834,43.6005,163.84558,http://www.openstreetmap.org?zoom=17&lon=2.255&lat=43.6005
Tbilisi,125,44.7895,41.526245,41.71732,410.733,http://www.openstreetmap.org?zoom=17&lon=44.7895&lat=41.71732
Monte Viseggi,126,9.7903,43.94086,44.133167,346.40594,http://www.openstreetmap.org?zoom=17&lon=9.7903&lat=44.133167
Bornheim,127,6.9797,50.571518,50.76019,85.24091,http://www.openstreetmap.org?zoom=17&lon=6.9797&lat=50.76019
Saratov,128,46.00661,51.350746,51.53832,76.66901,http://www.openstreetmap.org?zoom=17&lon=46.00661&lat=51.53832
Ordubad,129,45.92,38.94642,39.13462,2454.858,http://www.openstreetmap.org?zoom=17&lon=45.92&lat=39.13462
Lumezzane,130,10.23963,45.472656,45.665016,876.56836,http://www.openstreetmap.org?zoom=17&lon=10.23963&lat=45.665016
Observatoire de l'Ardeche,131,4.725,44.48464,44.677032,350.30362,http://www.openstreetmap.org?zoom=17&lon=4.725&lat=44.677032
Bedoin,132,5.2461,43.921005,44.1133,515.5066,http://www.openstreetmap.org?zoom=17&lon=5.2461&lat=44.1133
Les Tardieux,133,5.0906,43.169632,43.361702,55.255154,http://www.openstreetmap.org?zoom=17&lon=5.0906&lat=43.361702
Groszschwabhausen,134,11.48245,50.739998,50.928432,414.33893,http://www.openstreetmap.org?zoom=17&lon=11.48245&lat=50.928432
Kasan,135,49.121,55.61055,55.789707,74.59771,http://www.openstreetmap.org?zoom=17&lon=49.121&lat=55.789707
"Engelhardt Observatory, Kasan",136,48.8156,55.66009,55.839123,115.464386,http://www.openstreetmap.org?zoom=17&lon=48.8156&lat=55.839123
Givatayim Observatory,137,34.8147,31.896873,32.06977,53.418293,http://www.openstreetmap.org?zoom=17&lon=34.8147&lat=32.06977
Village-Neuf,138,7.5717,47.41318,47.604862,246.07199,http://www.openstreetmap.org?zoom=17&lon=7.5717&lat=47.604862
Antibes,139,7.1108,43.413998,43.60616,58.282017,http://www.openstreetmap.org?zoom=17&lon=7.1108&lat=43.60616
Augerolles,140,3.6294,45.525925,45.71829,569.1817,http://www.openstreetmap.org?zoom=17&lon=3.6294&lat=45.71829
Hottviller,141,7.3672,48.876446,49.067013,281.37207,http://www.openstreetmap.org?zoom=17&lon=7.3672&lat=49.067013
Sinsen,142,7.1874,51.476482,51.663868,49.63055,http://www.openstreetmap.org?zoom=17&lon=7.1874&lat=51.663868
Gnosca,143,9.02406,46.03915,46.231415,258.71414,http://www.openstreetmap.org?zoom=17&lon=9.02406&lat=46.231415
Bray et Lu,144,1.666,48.948215,49.138725,39.565945,http://www.openstreetmap.org?zoom=17&lon=1.666&lat=49.138725
's-Gravenwezel,145,4.5597,51.052013,51.24003,27.379221,http://www.openstreetmap.org?zoom=17&lon=4.5597&lat=51.24003
Frignano,146,10.6673,44.096016,44.288326,1281.5881,http://www.openstreetmap.org?zoom=17&lon=10.6673&lat=44.288326
Osservatorio Astronomico di Suno,147,8.57391,45.44486,45.63724,291.2218,http://www.openstreetmap.org?zoom=17&lon=8.57391&lat=45.63724
Guitalens,148,2.0375,43.45217,43.644344,136.92064,http://www.openstreetmap.org?zoom=17&lon=2.0375&lat=43.644344
Beine-Nauroy,149,4.2236,49.059677,49.250076,133.77014,http://www.openstreetmap.org?zoom=17&lon=4.2236&lat=49.250076
Maisons Laffitte,150,2.1572,48.75289,48.94358,43.554474,http://www.openstreetmap.org?zoom=17&lon=2.1572&lat=48.94358
"Eschenberg Observatory, Winterthur",151,8.744,47.284283,47.47603,558.5476,http://www.openstreetmap.org?zoom=17&lon=8.744&lat=47.47603
Moletai Astronomical Observatory,152,25.5633,55.13575,55.31604,205.32635,http://www.openstreetmap.org?zoom=17&lon=25.5633&lat=55.31604
Stuttgart-Hoffeld,153,9.1747,48.54722,48.738075,452.8867,http://www.openstreetmap.org?zoom=17&lon=9.1747&lat=48.738075
Cortina,154,12.1043,46.35003,46.542156,1789.8037,http://www.openstreetmap.org?zoom=17&lon=12.1043&lat=46.542156
"Ole Romer Observatory, Aarhus",155,10.1971,55.94933,56.127644,56.20252,http://www.openstreetmap.org?zoom=17&lon=10.1971&lat=56.127644
Catania Astrophysical Observatory,156,15.0858,37.317703,37.503414,55.223064,http://www.openstreetmap.org?zoom=17&lon=15.0858&lat=37.503414
Frasso Sabino,157,12.8117,42.036087,42.227535,484.2913,http://www.openstreetmap.org?zoom=17&lon=12.8117&lat=42.227535
Promiod,158,7.6033,45.59321,45.785534,1479.1628,http://www.openstreetmap.org?zoom=17&lon=7.6033&lat=45.785534
Monte Agliale,159,10.5153,43.80296,43.99522,777.2221,http://www.openstreetmap.org?zoom=17&lon=10.5153&lat=43.99522
Castelmartini,160,10.84144,43.630825,43.82306,76.93031,http://www.openstreetmap.org?zoom=17&lon=10.84144&lat=43.82306
Cerrina Tololo Observatory,161,8.1605,44.8953,45.08772,346.80682,http://www.openstreetmap.org?zoom=17&lon=8.1605&lat=45.08772
Potenza,162,15.7805,40.459915,40.650005,815.0018,http://www.openstreetmap.org?zoom=17&lon=15.7805&lat=40.650005
"Roeser Observatory, Luxembourg",163,6.1492,49.353065,49.543167,333.20926,http://www.openstreetmap.org?zoom=17&lon=6.1492&lat=49.543167
St. Michel sur Meurthe,164,6.8861,48.124355,48.315556,358.45636,http://www.openstreetmap.org?zoom=17&lon=6.8861&lat=48.315556
"Piera Observatory, Barcelona",165,1.7553,41.33058,41.521503,249.77753,http://www.openstreetmap.org?zoom=17&lon=1.7553&lat=41.521503
Upice,166,16.0117,50.31791,50.506897,432.78116,http://www.openstreetmap.org?zoom=17&lon=16.0117&lat=50.506897
Bulach Observatory,167,8.5727,47.328568,47.520287,547.5325,http://www.openstreetmap.org?zoom=17&lon=8.5727&lat=47.520287
Kourovskaya,168,59.5472,56.860886,57.036804,272.0083,http://www.openstreetmap.org?zoom=17&lon=59.5472&lat=57.036804
Airali Observatory,169,8.4016,44.88475,45.077168,254.91919,http://www.openstreetmap.org?zoom=17&lon=8.4016&lat=45.077168
Observatorio de Begues,170,1.9206,41.14108,41.331802,1475.2687,http://www.openstreetmap.org?zoom=17&lon=1.9206&lat=41.331802
"Flarestar Observatory, San Gwann",171,14.4697,35.727318,35.90994,125.14664,http://www.openstreetmap.org?zoom=17&lon=14.4697&lat=35.90994
Onnens,172,7.0364,46.60155,46.793617,754.0284,http://www.openstreetmap.org?zoom=17&lon=7.0364&lat=46.793617
"St. Clotilde, Reunion",173,55.5061,-20.76965,-20.89757,152.12016,http://www.openstreetmap.org?zoom=17&lon=55.5061&lat=-20.89757
"Nyrola Observatory, Jyvaskyla",174,25.5131,62.18811,62.346622,204.19977,http://www.openstreetmap.org?zoom=17&lon=25.5131&lat=62.346622
"F.-X. Bagnoud Observatory, St-Luc",175,7.6083,46.038677,46.230885,2170.1353,http://www.openstreetmap.org?zoom=17&lon=7.6083&lat=46.230885
Observatorio Astronomico de Consell,176,2.8225,39.46472,39.653683,105.46779,http://www.openstreetmap.org?zoom=17&lon=2.8225&lat=39.653683
Le Cres,177,3.9414,43.454582,43.64676,40.349052,http://www.openstreetmap.org?zoom=17&lon=3.9414&lat=43.64676
Collonges,178,6.1344,45.942345,46.13463,505.67145,http://www.openstreetmap.org?zoom=17&lon=6.1344&lat=46.13463
Monte Generoso,179,9.0175,45.73563,45.927925,1580.5731,http://www.openstreetmap.org?zoom=17&lon=9.0175&lat=45.927925
Mauguio,180,3.9519,43.37624,43.56839,26.430082,http://www.openstreetmap.org?zoom=17&lon=3.9519&lat=43.56839
"Observatoire des Makes, Saint-Louis",181,55.41,-21.07014,-21.199549,991.9924,http://www.openstreetmap.org?zoom=17&lon=55.41&lat=-21.199549
"St. Paul, Reunion",182,55.2586,-20.884096,-21.01259,248.27948,http://www.openstreetmap.org?zoom=17&lon=55.2586&lat=-21.01259
"Starlab Observatory, Karachay-Cherkessia",183,41.42,43.457912,43.650032,2061.8484,http://www.openstreetmap.org?zoom=17&lon=41.42&lat=43.650032
"Valmeca Observatory, Puimichel",184,6.0361,43.78915,43.981407,714.11005,http://www.openstreetmap.org?zoom=17&lon=6.0361&lat=43.981407
Observatoire Astronomique Jurassien-Vicques,185,7.4219,47.161232,47.353046,478.49933,http://www.openstreetmap.org?zoom=17&lon=7.4219&lat=47.353046
Kitab,186,66.8821,38.945515,39.13377,651.0758,http://www.openstreetmap.org?zoom=17&lon=66.8821&lat=39.13377
"Astronomical Observatory, Borowiec",187,17.0733,52.090725,52.277126,122.93768,http://www.openstreetmap.org?zoom=17&lon=17.0733&lat=52.277126
Majdanak,188,66.89555,38.485825,38.673363,2578.2026,http://www.openstreetmap.org?zoom=17&lon=66.89555&lat=38.673363
Geneva (before 1967),189,6.1514,46.007706,46.199974,428.13968,http://www.openstreetmap.org?zoom=17&lon=6.1514&lat=46.199974
Gissar,190,68.6819,38.302982,38.490295,730.2112,http://www.openstreetmap.org?zoom=17&lon=68.6819&lat=38.490295
Dushanbe,191,68.7811,38.37367,38.56109,791.5023,http://www.openstreetmap.org?zoom=17&lon=68.7811&lat=38.56109
Tashkent,192,69.2936,41.13438,41.325127,483.41315,http://www.openstreetmap.org?zoom=17&lon=69.2936&lat=41.325127
Sanglok,193,69.2178,38.073864,38.260777,2191.436,http://www.openstreetmap.org?zoom=17&lon=69.2178&lat=38.260777
Tivoli,194,18.0094,-23.321402,-23.461594,1778.2737,http://www.openstreetmap.org?zoom=17&lon=18.0094&lat=-23.461594
"Untermenzing Observatory, Munich",195,11.4492,47.992565,48.183857,520.71893,http://www.openstreetmap.org?zoom=17&lon=11.4492&lat=48.183857
Homburg-Erbach,196,7.3331,49.141434,49.33175,227.36995,http://www.openstreetmap.org?zoom=17&lon=7.3331&lat=49.33175
Bastia,197,12.1836,44.064587,44.256927,17.871761,http://www.openstreetmap.org?zoom=17&lon=12.1836&lat=44.256927
Wildberg,198,8.75674,48.440998,48.631943,501.67502,http://www.openstreetmap.org?zoom=17&lon=8.75674&lat=48.631943
Buthiers,199,2.438,48.10051,48.291737,70.03852,http://www.openstreetmap.org?zoom=17&lon=2.438&lat=48.291737
Beersel Hills Observatory,200,4.3036,50.571518,50.76019,85.24091,http://www.openstreetmap.org?zoom=17&lon=4.3036&lat=50.76019
Jonathan B. Postel Observatory,201,7.6033,45.592808,45.785133,1433.4487,http://www.openstreetmap.org?zoom=17&lon=7.6033&lat=45.785133
"Tamaris Observatoire, La Seyne sur Mer",202,5.8997,42.903324,43.095276,68.28801,http://www.openstreetmap.org?zoom=17&lon=5.8997&lat=43.095276
GiaGa Observatory,203,8.9955,45.34901,45.541405,172.63461,http://www.openstreetmap.org?zoom=17&lon=8.9955&lat=45.541405
Schiaparelli Observatory,204,8.7708,45.675613,45.86793,1205.4026,http://www.openstreetmap.org?zoom=17&lon=8.7708&lat=45.86793
"Obs. Casalecchio di Reno, Bologna",205,11.2731,44.279686,44.47206,113.53205,http://www.openstreetmap.org?zoom=17&lon=11.2731&lat=44.47206
"Haagaar Observatory, Eina",206,10.5667,60.436066,60.60092,758.03796,http://www.openstreetmap.org?zoom=17&lon=10.5667&lat=60.60092
Osservatorio Antonio Grosso,207,9.3065,45.352665,45.54506,131.38478,http://www.openstreetmap.org?zoom=17&lon=9.3065&lat=45.54506
